Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622388218.75346,3837335703.06997,3897995483.83704,3644897649.50181,3587234323.57851,3704981220.90876,3702634809.49612,3742216952.82512,3837526367.42325,3964557950.77372,4169236872.54371,4421090332.81748,4717127750.98439,4984607431.26117,4705160405.82225,
Cyprus,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7736490738.72749,8057266604.71317,9015527545.99502,9293830793.87855,10052338650.7624,11121376992.1386,11450723347.3857,11926643020.7427,12737886795.0114,13501992603.8479,14774715455.4648,16038618589.5566,16716334243.9095,17440262373.1564,18887334890.2237,20504199481.0388,22540525467.7948,25224255833.6631,27398578346.4882,27380168962.4071,27722989190.3163,28345889454.5575,27503272837.6249,26181475628.1889,25643516530.1722,26968662454.4171,30417069642.7854,32909236997.9538,35249666637.8824,37380865953.1022,35274808699.7666,
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131419297499.264,120083115363.605,122197564736.518,125171497874.354,131563824020.572,143054656656.672,151486468032.571,152755233759.937,154186257585.989,158333514882.971,166495876725.921,180027349697.595,186119951272.35,199171050597.008,213446517773.41,225620777980.803,244952531303.089,270677664616.304,290503942992.86,289939424868.029,292047164409.841,304400911032.007,307490190596.132,324029971676.001,342099831459.922,357503876184.69,381420338169.846,411327867894.58,437267328659.807,457257664449.272,445116746875.777,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545176827060.22,1679031586927.31,1750319818022.52,1774305509813.0,1855538674677.53,1923702147577.82,1971845440355.01,2015814867579.01,2079491446338.83,2158514818382.19,2236074430853.75,2336147411682.35,2406901890705.46,2468443651729.98,2585550983186.35,2622040720917.68,2814007980424.13,2985239513055.61,3103957698735.13,3015302562180.53,3185431779787.34,3415020684916.05,3487232707438.34,3628559701800.76,3807112936430.42,3889081660716.44,4165169650070.14,4386727409191.68,4579331237558.63,4624363265512.61,4560920212744.35,
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624994849.43033,3854585103.65772,4181038015.51501,4359928618.60477,4612122077.43311,5119940247.95879,5616285889.41134,5712393329.51588,
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302540007.297754,316986609.562028,330790044.536088,345950107.815144,353459444.484999,371808646.508023,390369360.449793,406034400.773472,426101542.267374,433784130.672522,453859698.111561,463518650.473709,457534772.433252,495639257.142227,524510409.786221,544395828.602416,587003865.215439,641066392.353666,700074653.941349,697161244.06083,710028908.235366,723240297.773785,705767394.597635,720553048.260504,775558493.883368,792974988.031191,852085425.178163,807786936.210854,845498076.78818,925750251.12179,781334762.419011,
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93739604610.7382,98260217073.7512,102466266525.207,104906270256.773,112860009869.278,118715155455.904,124918174865.793,131746385113.741,136923422867.491,141846293400.642,153023382540.494,157748158240.634,164720383885.92,166139588818.315,178017919042.553,185074466960.377,202997234258.654,213029955607.664,226767483101.984,222754191687.791,238567314908.751,247352252302.688,250524614311.535,262368108591.261,270330620655.251,278748351517.934,297719080444.573,319130157564.111,333035360346.746,341312238517.289,351224965911.196,
Dominican Republic,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26151683421.271,27291329057.1485,31045403671.3348,34121822059.9676,35756703157.6101,38582036686.0714,41637056891.5388,46147315542.0133,49800139033.4134,53520017838.257,57267194692.876,59962698191.2842,63649185862.8349,63958774211.8146,67368761760.792,76016797709.1886,85502321820.437,94310295425.381,99230524886.4171,100933041032.106,110624711805.73,116474304267.389,118182716945.457,125423585902.201,136975940972.301,151560391082.114,167506141668.242,175940743802.656,192745121996.133,206097556537.454,194564275205.905,
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178047567922.31,181859886497.691,189352392099.66,189770030942.639,192078030027.636,203557722609.973,215783472692.771,222058101995.973,236009847302.676,247078725218.762,262200986944.893,275990734942.795,296056204527.986,323266156103.441,346243840928.989,378093856037.232,396157857604.801,420630954507.825,439104287291.437,449531027555.169,471140881148.338,494931055076.358,497330252318.817,497988213510.825,506135102251.566,477357607218.836,471383269260.918,485801342039.043,502937459259.169,517034811595.932,496579551594.759,
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2317148402079.13,2580204228204.68,2908302567130.68,3287277357050.71,3701151103335.89,4139787905724.22,4585447081400.8,4980175756480.79,5074675331355.55,5446906132141.11,5975905606374.96,6502269994803.51,7109462330734.68,7856095498887.98,8769117931145.28,9892264713439.28,11250809668567.8,12909877283568.6,14241548595534.1,15412385845676.2,17086181494515.4,18885143980836.8,20630073774349.1,21978568542101.7,23171295095027.6,24006008329522.0,25238758602687.1,26812939869635.7,29210282467512.8,31420143431902.1,32077506988711.8,
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5929255333946.95,6423163404338.26,6845219868400.69,7182566939391.9,7556242799717.41,7986347127972.04,8592696642902.22,9122558336836.89,9202492328126.14,9559946256978.39,10231293262294.2,10650735130200.2,11031207386556.8,11847460602919.6,12982955918095.2,14200279239563.0,15613855684351.6,17030837272365.9,18110089402919.4,18672810923384.0,20139563538187.7,21636689415958.5,23057399739044.7,24114980332231.1,25130039931804.3,25781190925081.9,27037218181631.5,28741203885156.7,30506368373842.7,31689395520089.5,30675084600735.3,
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900183589192.19,6442730206311.67,6946053446372.05,7489214648982.31,8126016408882.96,8835751867690.55,9569513752018.48,10183576176677.8,10283069605277.4,10863244276995.7,11789082876427.9,12515695889399.6,13394801641073.8,14376634469998.9,15716534080266.7,17225632008282.6,19042502721622.5,21192749762978.8,22700709804786.7,23708903640355.2,25910733729888.0,28070520092214.4,30151638233899.9,31947146123317.6,33341682870200.1,34532258643993.1,35912733194372.4,37828032586295.2,40612472383635.1,43023842604576.1,43772952998548.9,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684932209887.36,2626694056028.05,2432324976560.02,2358488461269.2,2147727458632.77,2160321564639.01,2196616839583.38,2288528402132.83,2105287817068.73,2173354156980.75,2428909425119.67,2570886336499.0,2754852651181.23,3040268720082.85,3409948029066.55,3832254013727.65,4587584808359.77,5129022606136.11,5902788975123.63,5726016716397.79,6144714216927.98,6803101510323.63,7246942275332.28,7849431183614.9,8051084338194.09,7940836015726.82,8195793076316.92,8765020714937.67,9406424951583.42,9693043369099.75,9685098520132.1,
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9986431405638.05,10279473974165.8,10351629322924.3,10459227401402.2,10656979204821.0,11079890148338.0,11483748422562.1,11995833900085.4,12256481803124.4,12744774055133.5,13740096761693.2,14449959835032.4,15172519275730.2,15799826959206.7,16823777430903.6,17775013559764.2,19744929146863.7,21235181803931.0,22775131196152.0,22226899756620.1,23253367671080.1,24695179823593.0,25477819294103.8,26773980135324.4,27558976997817.6,28077465571752.0,29513396058985.9,31164306460225.7,32825539274756.3,33818251710484.9,33076839538310.3,
Ecuador,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49383226759.2146,53244119487.0415,55608906070.8352,58050320361.7702,61814654840.704,64532449392.3938,66852018674.3677,70992445182.7899,74136569424.8266,71642608049.4488,74043841103.1165,78706481802.139,83226863411.5377,87080715749.4805,96767828100.1704,105061868142.164,113007687560.374,118584813696.74,128576671514.5,130290804563.046,136455680459.363,150266909235.128,159559695566.132,175196209316.482,186846614273.657,179309604311.665,181967413007.433,195010792573.628,202267590160.504,205903294944.802,192234762365.032,
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208321874920.555,217790572126.85,232717288850.924,245144133730.445,260326988451.598,278124782538.52,297346098873.22,319286474518.381,340882281186.999,366736982096.423,398818686037.77,421974978053.264,438895222684.302,461322134076.189,493127762500.103,531226710261.417,584759230065.215,643027593658.501,702447294120.621,740882252585.784,788094704336.246,818754235836.905,958659720240.143,992022227977.067,985262043446.578,1064235799328.8,1057086848346.43,1062265603571.56,1145575835765.82,1230830145121.9,1290130223148.84,
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290158897379.68,5617675278632.89,5826712186522.19,5923857605969.39,6198564871860.27,6482462127824.81,6700334816302.51,6985479780486.62,7334092429804.15,7634417886375.96,8133792844300.04,8545702687204.6,8924381950559.83,9119663249057.47,9528866619461.11,9907225328522.67,10766795820749.1,11449704520900.9,11938659538404.5,11668319215917.5,12025392831261.7,12553205374510.4,12706494588351.0,13150084453936.7,13521468849209.2,13931935710866.8,14822272685573.9,15562750797530.0,16259829442450.6,16718464235903.8,16150097711933.5,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836429614.46398,2132903282.75395,2640747595.75814,2773186822.22591,3085429155.40254,3388982041.55673,3487874376.7852,3538709387.11861,3504145050.70487,3894538515.38692,4075039897.8946,4040494310.24776,4209509459.7278,4452380665.815,4542659675.71869,4731244991.5963,4351411600.70504,4554553075.01286,4708725093.18969,5224331270.24732,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531637946204.733,563609757928.199,581810563642.031,589457426073.888,616392917388.776,646671646233.594,677135066301.249,717538138403.714,768132861026.99,805891424628.996,875626967403.777,937483533692.906,1009753311276.12,1056636426855.48,1122134235110.56,1205129771230.45,1363895505008.85,1468493057167.43,1528583945708.69,1487896577201.85,1475682464741.84,1489595017146.76,1483646917303.62,1512074688796.68,1558305994181.4,1621069891987.84,1733214656948.48,1841780549395.31,1904499539409.75,1965293955067.71,1788269872312.89,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9304112599.85629,9753173782.83109,11167418405.5971,11713818841.5782,11694825363.5915,13161402797.9186,14317382938.5693,16087733549.9594,18001091046.8286,19806500165.0971,22536536810.9861,26054463306.7776,29756657510.5863,30488783700.7275,27328001237.6238,28785763244.0729,32598232994.527,34384867089.0084,36198153224.201,38050116722.6556,38378217195.5802,41201006348.4063,44556473262.6919,47920817734.1549,50223187686.646,50048531249.417,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19861923857.8327,19068024748.1551,17811211600.9241,20629783004.4564,21742451908.1599,23558577167.2564,26970957181.1757,28313601759.7533,27642133142.4657,29488760481.6127,31978926212.1031,35393256881.9779,36497685087.8935,36371985955.2693,42420726703.5898,48911885234.8624,55851901028.9292,63922607129.3671,72196432560.1741,79150399766.5965,90122255177.1875,102289393957.91,112533091823.037,122434385173.204,148485604878.241,167119104031.576,194651496419.484,215094143811.298,235271659402.583,259501226155.106,278535158287.438,
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227973802592.0,6532013434108.5,6749673915357.45,6874207882998.69,7208624002450.29,7564886389423.86,7831748047399.8,8152552913898.5,8548627516234.11,8895833255414.55,9476876367610.82,9959699011313.96,10421692535269.3,10683698802297.1,11226212370696.7,11680192493255.8,12727990162161.1,13606998436510.6,14292763033030.9,14028420730863.0,14511261194175.7,15191344334304.0,15420823919266.2,15968822032977.7,16446499974150.7,16991709093455.8,18078036419821.9,19041728932800.8,19950289461891.1,20602233347586.6,20045012634929.7,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803569074645.129,863716323251.627,914577445386.385,951458820350.3,968568275735.578,1014073680989.91,1077459637788.4,1167120246586.32,1257842316099.35,1309363893292.0,1421578546354.23,1510927179720.55,1554306942741.3,1534399301860.99,1798418589133.3,1993186499749.58,2207931735072.82,2426739322651.62,2624573764802.59,2745281416548.77,2934584710560.32,2991286524208.91,3253743913410.9,3448061304167.97,3584664465831.84,3473526458645.7,3545756770638.47,3756249821768.49,3961921626748.92,4159717284904.71,4024394548300.19,
Finland,FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90435918646.5484,87990878815.218,87030967224.0363,88504110358.5579,93976432625.6631,99992998897.0726,102913408291.504,112020065286.993,121503744232.369,127934744369.414,138643238700.853,144204183903.508,148763741906.139,151445805497.394,163128036982.73,168146788316.398,181449818651.98,200116386540.239,212980676990.544,202729051357.387,208937273175.52,220471055643.893,221285752810.968,225680035610.262,228058553146.46,232867491858.974,246928408039.55,262026475788.422,273463067469.717,277855715485.534,279336075031.804,
Fiji,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3058693102.25947,3076753159.84522,3338828711.3631,3490774165.86316,3747148137.23302,3921365110.64708,4184835937.13523,4165955092.73288,4267610754.99997,4710198560.99713,4733630525.21469,4934208367.53019,5172647992.90434,5321396045.96229,5754286243.18659,5975063668.66377,6269918031.41014,6383577453.46452,6574958071.44493,6533256125.20688,6804670601.4552,7134734867.15989,7646755789.3648,8254663160.44005,9831527135.70518,10781765000.9703,11020155995.5114,11783674123.9893,12526618976.9423,12693427759.2139,10828006539.1698,
France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027398703008.44,1073275781554.92,1115291957450.63,1134550414186.96,1186105917124.07,1236488955289.32,1275900786162.88,1333841993452.42,1405918415100.23,1470523899441.7,1589245772376.34,1686718979590.94,1762926373243.27,1753606060052.07,1822232702082.18,1926880446239.76,2065693291963.23,2184319695399.6,2259256991361.58,2243914592231.91,2334676211515.6,2446475413051.0,2474003939353.38,2608522466158.15,2662033396692.53,2718496736713.76,2864106383742.44,2983008898740.32,3125379876905.32,3300063763854.41,3166261521877.82,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170422441.762911,189271637.171164,201343884.611802,222895645.185414,226438545.291684,247403249.171007,243915675.206099,233229361.345254,242577472.60937,249462030.152831,267367014.880799,279154083.644587,285120758.998075,294981392.270774,293592427.621849,308919163.402916,318009716.654237,320556238.472526,318920730.936647,324864719.617549,336075697.307838,354035867.533622,354089774.691078,347045410.623857,345315038.223687,364716357.97456,371860687.894179,389013434.198747,399196702.964323,411096448.149418,408705962.304879,
Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11761989374.1381,12903017061.5368,12789256711.877,13609104514.4426,14415778957.9751,15450117605.3435,16303333412.0905,17547138371.0185,18361763868.0569,16963003476.6393,17015659145.9437,17760178208.9234,17996173809.3228,18742324018.1003,19379622850.2116,20518080320.0839,20545716836.7383,22365200621.7813,22045903325.4295,22242921983.0834,24097481835.4598,26345487003.7203,26868451928.813,27463881944.8317,28955844877.1506,28630139365.0076,28684983156.4358,30986311650.7557,31996160478.5519,33844243576.9496,33622662620.4552,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978052039034.836,999973764743.828,1026864349167.79,1077378125266.4,1142705552394.99,1196203454463.89,1277865584378.25,1344183204641.92,1385181063752.15,1435578291557.54,1559014038932.06,1643950757324.93,1725432214728.13,1810619102773.76,1923117182945.43,1977979675503.34,2120243450344.37,2188923620951.47,2278427398954.81,2192898204975.82,2295779381211.35,2364569465138.54,2453351747492.28,2579158803764.99,2686202472925.53,2794324172515.81,2928593108075.34,3063306948134.75,3161750378791.18,3277751294222.3,3124359205095.01,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27502286512.042,22433122573.0264,12642338804.0015,9149997397.89441,8373468759.28357,8771327160.67903,9932303384.14554,11173375015.1153,11649960737.0356,12157256763.287,12657517073.2423,13556742862.2903,14524990237.2218,16430841718.4848,17850911489.6128,20172105873.8104,22740224101.0782,26288412674.7565,27447928249.6555,26647548491.9831,28642799807.5431,31404963200.6754,36640112634.8222,39451053057.9766,43054252353.1571,45035492644.5473,47930061166.6244,50662483514.4009,54391332779.6939,58120644334.6902,54844549224.6277,
Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18268245971.0552,19883562044.7859,21125636048.7714,22675265176.0398,23923740883.31,25429872679.9286,27087315137.4021,28728687636.7263,30417594045.6373,32214460992.1952,34153187509.3857,36298404712.2568,38531824462.3628,41288261828.3334,44774219863.6373,48892878511.0014,53596271579.8169,57428333017.0412,63902175177.1407,67508666321.5846,73690444294.1948,85797385076.0381,98315093257.2606,140882670454.275,151592328449.185,144983754861.81,142202680902.213,148982694254.14,162018563034.433,175642865975.039,178496430291.204,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5604779166.55977,5945749510.60462,6280162221.30079,6753312626.03739,7171363021.97168,7659101208.80578,8147310162.3541,8722707854.88804,9142327407.99573,9627862283.37086,10089469201.4094,10687978019.2205,11417760036.454,11775008523.4823,12374984107.7846,13142923426.5093,13701736683.4519,15029008636.1193,15954575160.1083,15895726717.032,16854986319.6153,18172750190.6578,19125167503.1916,19730520884.617,20122408008.2583,20799124961.1002,24399990225.9637,29176885979.9954,31777170682.035,34170665277.306,36999308817.7744,
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486965080.76182,1585013676.18766,1675907813.49426,1767309110.79206,1807834668.18149,1862019820.10154,1938273738.2469,2069607006.78101,2166152358.5547,2338062671.72713,2521797590.05633,2726583801.39222,2679696254.54467,2916974709.34523,3206689019.07315,3228813825.60575,3308042803.02274,3500282386.08419,3791601187.66594,4075170886.59331,4366237247.74453,4095033765.28765,4190620609.90576,4165986163.68023,4102796584.71164,4311179261.73183,4446016237.15633,4588632823.22907,5038758421.62489,5444309702.68832,5498046538.09828,
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986985518.670986,1072401529.50064,1108905844.97132,1159029683.61654,1221660834.59736,1302158074.98285,1479816190.68589,1604185817.36023,1166391791.85291,1195366686.47944,1288411407.75223,1345492467.78335,1353309810.06555,1386278645.00362,1462911531.2359,1572833647.49254,1657852360.89437,1757935025.41928,1849541241.33285,1926426824.73444,2038736560.95379,2249594251.25778,2175252518.53473,2248857564.16191,2332574695.02558,2774674410.9887,3113471483.94557,3519615667.21345,3650388398.4485,3882753264.08843,3835239113.77622,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273945598.525082,280314704.921135,386318639.993849,439109380.605434,523243657.927885,627629899.357857,1064648745.41664,2708923093.53477,3390693734.17627,4322400660.71903,5223898642.66177,8722003541.20019,10584365243.6776,12285432329.6125,17410170853.2041,20959296043.6284,23257333796.9397,27531778948.9456,33063039146.6364,33762635648.2781,31107908523.9633,33829572382.3589,38742501085.3548,37422586820.9297,37816353965.5144,28095292742.1539,24861119032.1946,28459489607.0026,27325291211.4136,26150162020.8786,25170281561.0233,
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135662961716.174,144598774637.096,148929193667.723,150019949588.098,156287971430.831,162915634113.977,171283827746.424,182903868476.271,193331471980.936,198711870247.148,210888280059.065,227613606520.601,246559427543.151,261143779868.687,278922849647.379,281028288686.782,314621986988.324,323944154182.624,341817993053.192,337199589172.553,310430983258.469,285079593304.756,275143590350.289,284949103892.689,290011169381.561,289570760339.534,296466369907.234,307636097252.196,317881651462.228,325467199371.978,299066091543.372,
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455268982.35877,477186374.262242,483906898.488864,485673610.822408,504445596.94285,525990613.947232,559393465.021389,597954392.784926,675756101.229566,732801841.63954,785803167.180392,786786462.861541,826703734.536299,921748404.829422,940435296.66762,1098472403.99823,1086498720.73044,1184003536.94945,1218471126.43197,1146564908.52546,1153994996.51296,1187113039.99111,1199574282.19567,1285879276.92482,1420279857.55212,1551090812.87388,1656776976.9124,1798099078.35128,1920434806.49609,1969096041.58042,1719656177.31296,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30060040389.4721,32213458582.2641,34541689708.6288,36749096392.4937,39047863602.3816,41839479072.8943,43865724775.3327,46598688073.0492,49476274198.2561,52121478537.8423,55209685762.7599,57736723347.6202,60901722642.9454,63620997665.3058,67383930499.2081,71759179634.4133,77887088274.0812,85048219083.536,89558087226.7302,90671190119.6935,94373325496.7776,100356396780.438,106499944416.169,112026328527.748,118753948140.898,127566291555.947,130131253708.676,133882980507.73,141651998407.763,149755962160.604,149258117482.912,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269040445.01809,2487877831.25399,2741979506.54916,3036446796.45309,3365902800.0082,3609387217.71062,3967876911.70235,4288455667.12446,4263904997.80135,4453507809.95781,4490969961.27326,4694094134.89431,4822351124.40341,4880852454.05768,5090614555.57304,5146774905.05107,5574525758.87047,6135919068.02875,6355730528.55345,6652443235.98676,6984232260.76107,7510830548.78362,7916298602.38304,8369728851.78957,8360281355.32149,8593945843.62234,8713910376.3188,9306806134.43556,9953500968.92598,10673470687.2958,15498815926.3071,
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18457676371146.3,19447552302858.7,20361121626361.5,21130360051070.0,22293087153039.4,23432153679892.0,24641346898111.9,25909448780140.8,26949970722832.2,28213221453534.3,30182893259538.6,31371090602498.6,32599940941458.5,33937780816570.1,36072428343963.5,38092995757128.7,40873846522596.9,43203048554943.8,44641727931649.9,43783548742277.6,45723366242193.2,47850734122346.9,49446410121507.4,51349676959048.0,53015659073615.2,54256141272719.5,56133996257524.1,58689315001357.1,61424431485221.3,63254397374295.8,61921950498290.3,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104156115501.32,113818212449.574,123670298197.031,134452388764.04,145612460789.694,152194761505.169,161581196788.946,172857976023.555,164520495485.991,171079409343.2,188307535689.445,193517267709.066,199834870952.123,209766877964.518,234155428018.123,259287931065.441,285921047371.508,312582459092.73,325443475331.398,319860370245.394,345486877582.287,369685331700.329,373482558531.676,385448332074.392,396043918178.997,411294477052.779,419810624219.189,442387687745.01,465904007388.836,466255341756.142,443177753671.729,
Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10162455752.514,10157395056.2795,11019860699.9744,12013855263.6908,12296403388.1992,13331267326.9832,13829323137.4916,14723868834.6088,15424159923.6583,15531748233.494,17036736964.317,17884544595.2202,18849502622.5003,20072566940.6346,21897625326.5748,23945932319.4737,26290762652.7496,28667668913.0693,30461990353.2645,29947848187.0113,31427232362.6168,33314349143.9269,34844289142.3691,36445584467.0234,39875503507.5608,43955139193.462,47719049297.9263,52444135530.2339,55768198754.2598,58269725391.5089,53685295352.1223,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385210731829.258,402364231921.159,410509755434.057,425456958357.948,435110611731.242,467233503587.988,501059304674.582,535413383349.788,560434534866.988,587018084581.397,618254569279.739,657863983453.178,690494057329.858,732790558729.36,795163878896.274,866617866966.409,945926316063.129,1025536448836.38,1103886261587.56,1153407372795.4,1238197187912.19,1316257169377.13,1345697644455.95,1476122435403.73,1616340618495.08,1695791532783.86,1811249631822.6,1921619700529.5,2050270028533.32,2176381494544.55,2207461464051.36,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37310344441.7863,40227961710.4281,43347208819.2244,44915147827.6332,44946993772.7343,47737566972.8085,50115096815.4821,54937795234.3429,58879630628.0077,63171130429.3551,66534175729.1696,75858107038.6965,84020073215.8972,90165667938.9493,86747285745.1231,85767708981.8451,89956153249.3434,91315015882.1445,93970284954.7143,94622359034.9767,97949323815.94,105239441529.598,111997864063.431,117913518781.137,124301693223.533,116728185199.494,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15100659122.1901,15904905400.5055,15403577820.3564,14913038863.6361,13411235877.7359,15047695438.9466,15957713462.3739,16682392302.3614,17238235898.7894,17961066537.6561,18522346923.257,18863743328.1243,19363674109.9684,20409799765.2519,20683061648.8509,21982539559.9376,23048358870.3253,24781420144.6972,25934962104.9872,27671991007.0874,26412330081.787,28338743512.0008,28317559793.5753,30705944268.3952,31282859076.0868,31002356005.9301,33430852748.7186,34630691147.5786,36053609416.1394,36079021399.337,35293052437.8816,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86315335601.8802,85577250728.6728,87101019935.0327,91582813009.0066,94895967360.83,96407059250.1184,101102386754.28,106752843804.558,111315201192.571,121032462098.611,134556710886.521,147567884018.729,156818837080.535,164463538605.247,172611895620.975,185206554981.315,192063906876.768,208070456356.536,207767368877.189,217518838684.988,229736703978.527,230898725659.909,242941598582.397,253565765890.429,263858067583.423,274278759096.808,288755963637.472,311968303729.151,327479221871.952,322495191383.139,
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10168132075971.9,10716333703166.2,11191914638177.8,11811854805870.2,12455032436245.9,13270171091865.3,14246119232208.0,15218131840817.1,15545766138806.3,16368106882788.0,17729121951042.4,18795508460633.0,19945138511842.4,21515425282420.5,23839529301006.2,26376802652911.4,29743513924363.9,33232379133353.0,36239574311988.5,37692514894489.4,41077376509733.0,44676613469805.9,47892117457528.7,50635730108366.3,52610116529522.3,53534837636060.5,55971130490660.4,59401249031058.1,63799927780862.3,67210126868398.8,66639492356982.9,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11260931660548.1,11867777250725.6,12393242682332.5,13053191100040.2,13732830971653.6,14622868950134.3,15689985055062.1,16738917052552.6,17134625398203.1,18032480053333.7,19500596409224.4,20688372033863.8,21966128410349.7,23679684289757.3,26213675989820.0,28977968076030.4,32590201417273.7,36335009324373.9,39561628030591.9,41204447261522.2,44841036643519.6,48682025169098.7,52074089402438.8,55150633746509.0,57482688977460.2,58627880395688.8,61292438750637.3,65038746430771.4,69850098646517.8,73619603470068.0,73130157451160.0,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096325791754.11,1155153796740.99,1205174976900.78,1244824365870.38,1281072997997.13,1356071171133.97,1447337676526.35,1524105571759.35,1592886534107.96,1668460009707.64,1775176249374.91,1897103350896.13,2025749807308.57,2169204733748.31,2379341703385.72,2606607267071.09,2851792457763.2,3107404090720.85,3326528140168.09,3516679241508.92,3768728796535.58,4010779981056.47,4188573230020.49,4521175618652.57,4880640995792.81,5102405238986.63,5331058228640.27,5647735879605.78,6061114933831.94,6421400276045.08,6503796353121.45,
