ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Winning Team,Losing Team,Win Conditions,Home Stadium
3453,Copa America,1967/2/2,Uruguay,1,0,Argentina,Uruguay,Argentina,,TRUE
3454,African Cup of Nations qualification,1967/2/5,Tunisia,4,0,Cameroon,Tunisia,Cameroon,,TRUE
3455,Friendly,1967/2/12,Ghana,2,0,Nigeria,Ghana,Nigeria,,TRUE
3456,Friendly,1967/2/19,Ghana,2,2,Ivory Coast,,,,TRUE
3457,African Cup of Nations qualification,1967/2/19,Tunisia,1,1,Congo,,,,TRUE
3458,Friendly,1967/2/22,Germany,5,1,Morocco,Germany,Morocco,,TRUE
3459,African Cup of Nations qualification,1967/2/25,Guinea,3,0,Senegal,Guinea,Senegal,,TRUE
3460,African Cup of Nations qualification,1967/2/26,Cameroon,1,1,Congo,,,,TRUE
3461,Friendly,1967/2/28,France,0,2,Corsica,Corsica,France,,TRUE
3462,CONCACAF Championship,1967/3/6,Mexico,4,0,Nicaragua,Mexico,Nicaragua,,FALSE
3463,CONCACAF Championship,1967/3/10,Guatemala,1,0,Mexico,Guatemala,Mexico,,FALSE
3464,CONCACAF Championship,1967/3/12,Mexico,4,0,Trinidad and Tobago,Mexico,Trinidad and Tobago,,FALSE
3465,CONCACAF Championship,1967/3/14,Haiti,0,1,Mexico,Mexico,Haiti,,FALSE
3466,Friendly,1967/3/19,Congo,3,1,Ghana,Congo,Ghana,,TRUE
3467,CONCACAF Championship,1967/3/19,Honduras,0,1,Mexico,Mexico,Honduras,,TRUE
3468,UEFA Euro qualification,1967/3/19,Luxembourg,0,5,Belgium,Belgium,Luxembourg,,TRUE
3469,African Cup of Nations qualification,1967/3/19,Senegal,4,1,Guinea,Senegal,Guinea,,TRUE
3470,Friendly,1967/3/22,France,1,2,Romania,Romania,France,,TRUE
3471,Friendly,1967/3/22,Germany,1,0,Bulgaria,Germany,Bulgaria,,TRUE
3472,Friendly,1967/3/27,Italy,1,1,Portugal,,,,TRUE
3473,UEFA Euro qualification,1967/4/5,German DR,4,3,Netherlands,German DR,Netherlands,,TRUE
3474,UEFA Euro qualification,1967/4/8,Germany,6,0,Albania,Germany,Albania,,TRUE
3475,African Cup of Nations qualification,1967/4/9,Liberia,1,1,Senegal,,,,TRUE
3476,UEFA Euro qualification,1967/4/12,Northern Ireland,0,0,Wales,,,,TRUE
3477,UEFA Euro qualification,1967/4/15,England,2,3,Scotland,Scotland,England,,TRUE
3478,Friendly,1967/4/16,Belgium,1,0,Netherlands,Belgium,Netherlands,,TRUE
3479,UEFA Euro qualification,1967/4/16,Luxembourg,0,0,Poland,,,,TRUE
3480,Friendly,1967/5/3,Switzerland,1,2,Czechoslovakia,Czechoslovakia,Switzerland,,TRUE
3481,UEFA Euro qualification,1967/5/3,Yugoslavia,1,0,Germany,Yugoslavia,Germany,,TRUE
3482,UEFA Euro qualification,1967/5/10,Hungary,2,1,Netherlands,Hungary,Netherlands,,TRUE
3483,African Cup of Nations qualification,1967/5/21,Congo,2,1,Cameroon,Congo,Cameroon,,TRUE
3484,UEFA Euro qualification,1967/5/21,Poland,3,1,Belgium,Poland,Belgium,,TRUE
3485,UEFA Euro qualification,1967/5/24,Denmark,0,2,Hungary,Hungary,Denmark,,TRUE
3486,Friendly,1967/5/24,England,2,0,Spain,England,Spain,,TRUE
3487,Friendly,1967/5/24,Ghana,2,0,DR Congo,Ghana,DR Congo,,TRUE
3488,UEFA Euro qualification,1967/5/24,Switzerland,7,1,Romania,Switzerland,Romania,,TRUE
3489,Friendly,1967/5/27,Austria,0,1,England,England,Austria,,TRUE
3490,Friendly,1967/5/28,Russia,2,0,Mexico,Russia,Mexico,,TRUE
3491,UEFA Euro qualification,1967/5/31,Spain,2,0,Turkey,Spain,Turkey,,TRUE
3492,Friendly,1967/6/1,Russia,0,1,Mexico,Mexico,Russia,,TRUE
3493,UEFA Euro qualification,1967/6/1,Sweden,1,1,Portugal,,,,TRUE
3494,Friendly,1967/6/3,France,2,4,Russia,Russia,France,,TRUE
3495,Friendly,1967/6/4,Belarus,2,1,Mexico,Belarus,Mexico,,TRUE
3496,UEFA Euro qualification,1967/6/4,Denmark,1,1,German DR,,,,TRUE
3497,UEFA Euro qualification,1967/6/8,Norway,1,2,Portugal,Portugal,Norway,,TRUE
3498,Nordic Championship,1967/6/25,Denmark,1,1,Sweden,,,,TRUE
3499,Copa Rio Branco,1967/6/25,Uruguay,0,0,Brazil,,,,TRUE
3500,Copa Rio Branco,1967/6/28,Uruguay,2,2,Brazil,,,,TRUE
3501,Copa Rio Branco,1967/7/1,Uruguay,1,1,Brazil,,,,TRUE
3502,African Cup of Nations qualification,1967/7/2,Senegal,4,1,Liberia,Senegal,Liberia,,TRUE
3503,Friendly,1967/7/8,Benin,2,1,Ghana,Benin,Ghana,,TRUE
3504,Friendly,1967/7/28,Peru,0,1,Uruguay,Uruguay,Peru,,TRUE
3505,AFC Asian Cup qualification,1967/7/29,South Korea,1,1,Indonesia,,,,FALSE
3506,Friendly,1967/7/30,Peru,1,2,Uruguay,Uruguay,Peru,,TRUE
3507,AFC Asian Cup qualification,1967/8/1,Japan,2,1,South Korea,Japan,South Korea,,FALSE
3508,AFC Asian Cup qualification,1967/8/3,Japan,2,0,Philippines,Japan,Philippines,,FALSE
3509,AFC Asian Cup qualification,1967/8/5,Japan,2,1,Indonesia,Japan,Indonesia,,FALSE
3510,AFC Asian Cup qualification,1967/8/5,South Korea,7,0,Philippines,South Korea,Philippines,,FALSE
3511,Merdeka Tournament,1967/8/11,Indonesia,1,3,South Korea,South Korea,Indonesia,,FALSE
3512,Merdeka Tournament,1967/8/13,Myanmar,0,1,South Korea,South Korea,Myanmar,,FALSE
3513,Friendly,1967/8/15,Chile,1,0,Argentina,Chile,Argentina,,TRUE
3514,Merdeka Tournament,1967/8/18,South Korea,2,1,Taiwan,South Korea,Taiwan,,FALSE
3515,Merdeka Tournament,1967/8/20,South Korea,3,0,Singapore,South Korea,Singapore,,FALSE
3516,Friendly,1967/8/22,Mexico,2,1,Argentina,Mexico,Argentina,,TRUE
3517,Friendly,1967/8/23,Denmark,14,2,Iceland,Denmark,Iceland,,TRUE
3518,Merdeka Tournament,1967/8/23,Malaysia,1,3,South Korea,South Korea,Malaysia,,TRUE
3519,Merdeka Tournament,1967/8/26,Myanmar,0,0,South Korea,,,,FALSE
3520,Friendly,1967/9/1,DR Congo,0,2,Ghana,Ghana,DR Congo,,TRUE
3521,UEFA Euro qualification,1967/9/13,Netherlands,1,0,German DR,Netherlands,German DR,,TRUE
3522,UEFA Euro qualification,1967/9/17,Poland,1,4,France,France,Poland,,TRUE
3523,Friendly,1967/9/19,Chile,0,1,Brazil,Brazil,Chile,,TRUE
3524,Nordic Championship,1967/9/24,Norway,0,5,Denmark,Denmark,Norway,,TRUE
3525,Friendly,1967/9/27,Germany,5,1,France,Germany,France,,TRUE
3526,Friendly,1967/9/28,Ghana,1,1,Nigeria,,,,TRUE
3527,UEFA Euro qualification,1967/10/1,Czechoslovakia,1,0,Spain,Czechoslovakia,Spain,,TRUE
3528,Friendly,1967/10/1,Ghana,5,2,Burkina Faso,Ghana,Burkina Faso,,TRUE
3529,Friendly,1967/10/1,Russia,2,2,Switzerland,,,,TRUE
3530,UEFA Euro qualification,1967/10/4,Denmark,3,2,Netherlands,Denmark,Netherlands,,TRUE
3531,UEFA Euro qualification,1967/10/7,Germany,3,1,Yugoslavia,Germany,Yugoslavia,,TRUE
3532,UEFA Euro qualification,1967/10/8,Belgium,2,4,Poland,Poland,Belgium,,TRUE
3533,UEFA Euro qualification,1967/10/11,German DR,3,2,Denmark,German DR,Denmark,,TRUE
3534,Friendly,1967/10/13,Paraguay,1,1,Argentina,,,,TRUE
3535,Friendly,1967/10/21,Ghana,2,1,Nigeria,Ghana,Nigeria,,TRUE
3536,UEFA Euro qualification,1967/10/21,Wales,0,3,England,England,Wales,,TRUE
3537,Nordic Championship,1967/10/22,Denmark,3,0,Finland,Denmark,Finland,,TRUE
3538,UEFA Euro qualification,1967/10/22,Spain,2,1,Czechoslovakia,Spain,Czechoslovakia,,TRUE
3539,UEFA Euro qualification,1967/10/28,France,1,1,Belgium,,,,TRUE
3540,Friendly,1967/10/29,El Salvador,3,1,Costa Rica,El Salvador,Costa Rica,,TRUE
3541,Friendly,1967/10/29,Poland,0,0,Romania,,,,TRUE
3542,Friendly,1967/11/1,Netherlands,1,2,Yugoslavia,Yugoslavia,Netherlands,,TRUE
3543,Vietnam Independence Cup,1967/11/5,Australia,5,3,New Zealand,Australia,New Zealand,,FALSE
3544,Vietnam Independence Cup,1967/11/5,Hong Kong,0,1,South Korea,South Korea,Hong Kong,,FALSE
3545,Vietnam Independence Cup,1967/11/7,South Korea,3,1,Thailand,South Korea,Thailand,,FALSE
3546,Vietnam Independence Cup,1967/11/7,Vietnam Republic,0,1,Australia,Australia,Vietnam Republic,,TRUE
3547,Friendly,1967/11/8,Chile,3,1,Argentina,Chile,Argentina,,TRUE
3548,UEFA Euro qualification,1967/11/8,Switzerland,5,0,Cyprus,Switzerland,Cyprus,,TRUE
3549,Vietnam Independence Cup,1967/11/11,Australia,5,1,Singapore,Australia,Singapore,,FALSE
3550,Vietnam Independence Cup,1967/11/11,South Korea,2,1,Malaysia,South Korea,Malaysia,,FALSE
3551,Vietnam Independence Cup,1967/11/12,Australia,1,0,Malaysia,Australia,Malaysia,,FALSE
3552,UEFA Euro qualification,1967/11/12,Portugal,2,1,Norway,Portugal,Norway,,TRUE
3553,Vietnam Independence Cup,1967/11/12,Vietnam Republic,0,3,South Korea,South Korea,Vietnam Republic,,TRUE
3554,Vietnam Independence Cup,1967/11/14,Australia,3,2,South Korea,Australia,South Korea,,FALSE
3555,UEFA Euro qualification,1967/11/18,Switzerland,2,2,Italy,,,,TRUE
3556,UEFA Euro qualification,1967/11/22,Belgium,3,0,Luxembourg,Belgium,Luxembourg,,TRUE
3557,UEFA Euro qualification,1967/11/22,England,2,0,Northern Ireland,England,Northern Ireland,,TRUE
3558,Friendly,1967/11/22,Romania,1,0,Germany,Romania,Germany,,TRUE
3559,UEFA Euro qualification,1967/11/22,Scotland,3,2,Wales,Scotland,Wales,,TRUE
3560,African Cup of Nations qualification,1967/11/22,Senegal,2,1,Guinea,Senegal,Guinea,,TRUE
3561,UEFA Euro qualification,1967/11/26,Bulgaria,1,0,Portugal,Bulgaria,Portugal,,TRUE
3562,Friendly,1967/11/26,Iran,0,1,Turkey,Turkey,Iran,,FALSE
3563,Friendly,1967/11/29,Netherlands,3,1,Russia,Netherlands,Russia,,TRUE
3564,Friendly,1967/12/6,England,2,2,Russia,,,,TRUE
3565,Friendly,1967/12/6,Mexico,2,1,Hungary,Mexico,Hungary,,TRUE
3566,Friendly,1967/12/8,Mexico,0,2,Hungary,Hungary,Mexico,,TRUE
3567,Friendly,1967/12/10,Saudi Arabia,4,0,Tunisia,Saudi Arabia,Tunisia,,TRUE
3568,UEFA Euro qualification,1967/12/17,Albania,0,0,Germany,,,,TRUE
3569,UEFA Euro qualification,1967/12/17,Portugal,0,0,Bulgaria,,,,TRUE
3570,UEFA Euro qualification,1967/12/23,France,3,1,Luxembourg,France,Luxembourg,,TRUE
3571,UEFA Euro qualification,1967/12/23,Italy,4,0,Switzerland,Italy,Switzerland,,TRUE
3572,Friendly,1967/12/23,Nigeria,2,2,Ghana,,,,TRUE
3573,Friendly,1968/1/10,Israel,0,2,Belgium,Belgium,Israel,,TRUE
3574,African Cup of Nations,1968/1/12,Ghana,2,2,Senegal,,,,FALSE
3575,African Cup of Nations,1968/1/14,Congo,1,2,Senegal,Senegal,Congo,,FALSE
3576,African Cup of Nations,1968/1/14,DR Congo,1,2,Ghana,Ghana,DR Congo,,FALSE
3577,African Cup of Nations,1968/1/16,Congo,1,3,Ghana,Ghana,Congo,,FALSE
3578,African Cup of Nations,1968/1/16,DR Congo,2,1,Senegal,DR Congo,Senegal,,FALSE
3579,African Cup of Nations,1968/1/19,Ghana,4,3,Ivory Coast,Ghana,Ivory Coast,,FALSE
3580,African Cup of Nations,1968/1/21,DR Congo,1,0,Ghana,DR Congo,Ghana,,FALSE
3581,Friendly,1968/2/14,Israel,2,1,Switzerland,Israel,Switzerland,,TRUE
3582,UEFA Euro qualification,1968/2/17,Cyprus,2,1,Switzerland,Cyprus,Switzerland,,TRUE
3583,UEFA Euro qualification,1968/2/24,Scotland,1,1,England,,,,TRUE
3584,Friendly,1968/2/28,Spain,3,1,Sweden,Spain,Sweden,,TRUE
3585,UEFA Euro qualification,1968/2/28,Wales,2,0,Northern Ireland,Wales,Northern Ireland,,TRUE
3586,Friendly,1968/3/3,Mexico,0,0,Russia,,,,TRUE
3587,Friendly,1968/3/6,Belgium,1,3,Germany,Germany,Belgium,,TRUE
3588,Friendly,1968/3/7,Mexico,1,1,Russia,,,,TRUE
3589,Friendly,1968/3/10,Mexico,0,0,Russia,,,,TRUE
3590,Friendly,1968/3/13,Turkey,0,0,Tunisia,,,,TRUE
3591,Friendly,1968/3/17,Morocco,0,0,Algeria,,,,TRUE
3592,Friendly,1968/3/26,Mexico,4,0,Japan,Mexico,Japan,,TRUE
3593,Friendly,1968/3/30,Australia,2,2,Japan,,,,TRUE
3594,Friendly,1968/3/31,Australia,3,1,Japan,Australia,Japan,,TRUE
3595,UEFA Euro qualification,1968/4/3,England,1,0,Spain,England,Spain,,TRUE
3596,Friendly,1968/4/4,Australia,1,3,Japan,Japan,Australia,,TRUE
3597,UEFA Euro qualification,1968/4/6,France,1,1,Yugoslavia,,,,TRUE
3598,Friendly,1968/4/7,Netherlands,1,2,Belgium,Belgium,Netherlands,,TRUE
3599,Friendly,1968/4/17,Switzerland,0,0,Germany,,,,TRUE
3600,Friendly,1968/4/24,Poland,8,0,Turkey,Poland,Turkey,,TRUE
3601,Friendly,1968/4/24,Russia,1,0,Belgium,Russia,Belgium,,TRUE
3602,UEFA Euro qualification,1968/4/24,Yugoslavia,5,1,France,Yugoslavia,France,,TRUE
3603,Friendly,1968/5/1,Poland,0,0,Netherlands,,,,TRUE
3604,Friendly,1968/5/2,Sweden,1,1,Spain,,,,TRUE
3605,UEFA Euro qualification,1968/5/8,Spain,1,2,England,England,Spain,,TRUE
3606,Friendly,1968/5/8,Wales,1,1,Germany,,,,TRUE
3607,AFC Asian Cup,1968/5/10,Iran,2,0,Hong Kong,Iran,Hong Kong,,TRUE
3608,AFC Asian Cup,1968/5/13,Iran,4,0,Taiwan,Iran,Taiwan,,TRUE
3609,Friendly,1968/5/15,Republic of Ireland,2,2,Poland,,,,TRUE
3610,Friendly,1968/5/15,Paraguay,2,0,Argentina,Paraguay,Argentina,,TRUE
3611,AFC Asian Cup,1968/5/16,Iran,3,1,Myanmar,Iran,Myanmar,,TRUE
3612,Friendly,1968/5/19,Ghana,2,1,Ivory Coast,Ghana,Ivory Coast,,TRUE
3613,AFC Asian Cup,1968/5/19,Iran,2,1,Israel,Iran,Israel,,TRUE
3614,Friendly,1968/5/21,Mexico,3,3,Uruguay,,,,TRUE
3615,Friendly,1968/5/22,England,3,1,Sweden,England,Sweden,,TRUE
3616,Friendly,1968/5/28,Mexico,2,2,Uruguay,,,,TRUE
3617,Friendly,1968/5/30,Netherlands,0,0,Scotland,,,,TRUE
3618,Friendly,1968/6/1,Germany,1,0,England,Germany,England,,TRUE
3619,Copa Artigas,1968/6/2,Paraguay,0,0,Uruguay,,,,TRUE
3620,Nordic Championship,1968/6/4,Finland,1,3,Denmark,Denmark,Finland,,TRUE
3621,Copa Lipton,1968/6/5,Argentina,2,0,Uruguay,Argentina,Uruguay,,TRUE
3622,UEFA Euro,1968/6/5,England,0,1,Yugoslavia,Yugoslavia,England,,FALSE
3623,Friendly,1968/6/5,Romania,0,0,Netherlands,,,,TRUE
3624,UEFA Euro,1968/6/8,England,2,0,Russia,England,Russia,,FALSE
3625,Copa Rio Branco,1968/6/9,Brazil,2,0,Uruguay,Brazil,Uruguay,,TRUE
3626,Friendly,1968/6/9,Norway,1,6,Poland,Poland,Norway,,TRUE
3627,Copa Rio Branco,1968/6/12,Brazil,4,0,Uruguay,Brazil,Uruguay,,TRUE
3628,Friendly,1968/6/16,Germany,2,1,Brazil,Germany,Brazil,,TRUE
3629,FIFA World Cup qualification,1968/6/19,Finland,1,2,Belgium,Belgium,Finland,,TRUE
3630,Friendly,1968/6/20,Poland,3,6,Brazil,Brazil,Poland,,TRUE
3631,Copa Newton,1968/6/20,Uruguay,2,1,Argentina,Uruguay,Argentina,,TRUE
3632,Friendly,1968/6/23,Czechoslovakia,3,2,Brazil,Czechoslovakia,Brazil,,TRUE
3633,Nordic Championship,1968/6/23,Denmark,5,1,Norway,Denmark,Norway,,TRUE
3634,Friendly,1968/6/25,Yugoslavia,0,2,Brazil,Brazil,Yugoslavia,,TRUE
3635,Nordic Championship,1968/6/27,Sweden,2,1,Denmark,Sweden,Denmark,,TRUE
3636,Friendly,1968/6/30,Portugal,0,2,Brazil,Brazil,Portugal,,FALSE
3637,Friendly,1968/7/7,Mexico,0,2,Brazil,Brazil,Mexico,,TRUE
3638,Friendly,1968/7/10,Mexico,2,1,Brazil,Mexico,Brazil,,TRUE
3639,Friendly,1968/7/14,Peru,3,4,Brazil,Brazil,Peru,,TRUE
3640,Friendly,1968/7/17,Peru,0,4,Brazil,Brazil,Peru,,TRUE
3641,Copa Oswaldo Cruz,1968/7/25,Paraguay,0,4,Brazil,Brazil,Paraguay,,TRUE
3642,Copa Oswaldo Cruz,1968/7/28,Paraguay,1,0,Brazil,Paraguay,Brazil,,TRUE
3643,Friendly,1968/8/7,Brazil,4,1,Argentina,Brazil,Argentina,,TRUE
3644,Merdeka Tournament,1968/8/10,South Korea,0,3,Western Australia,Western Australia,South Korea,,FALSE
3645,Friendly,1968/8/11,Brazil,3,2,Argentina,Brazil,Argentina,,TRUE
3646,Merdeka Tournament,1968/8/12,South Korea,3,2,Singapore,South Korea,Singapore,,FALSE
3647,Merdeka Tournament,1968/8/14,South Korea,2,1,Taiwan,South Korea,Taiwan,,FALSE
3648,Merdeka Tournament,1968/8/17,Indonesia,4,2,South Korea,Indonesia,South Korea,,FALSE
3649,Merdeka Tournament,1968/8/21,South Korea,2,1,Thailand,South Korea,Thailand,,FALSE
3650,Merdeka Tournament,1968/8/24,India,0,1,South Korea,South Korea,India,,FALSE
3651,Friendly,1968/8/27,Singapore,4,3,South Korea,Singapore,South Korea,,TRUE
3652,Friendly,1968/8/29,Peru,2,2,Argentina,,,,TRUE
3653,Friendly,1968/9/1,Peru,1,1,Argentina,,,,TRUE
3654,FIFA World Cup qualification,1968/9/4,Netherlands,2,0,Luxembourg,Netherlands,Luxembourg,,TRUE
3655,Friendly,1968/9/11,El Salvador,1,1,Costa Rica,,,,TRUE
3656,Friendly,1968/9/15,United States,3,3,Israel,,,,TRUE
3657,Friendly,1968/9/22,Ghana,3,0,Benin,Ghana,Benin,,TRUE
3658,Friendly,1968/9/22,Switzerland,1,0,Austria,Switzerland,Austria,,TRUE
3659,FIFA World Cup qualification,1968/9/25,Denmark,0,3,Czechoslovakia,Czechoslovakia,Denmark,,TRUE
3660,Friendly,1968/9/25,France,1,1,Germany,,,,TRUE
3661,Friendly,1968/9/25,United States,0,4,Israel,Israel,United States,,TRUE
3662,Friendly,1968/9/29,Mexico,3,0,Ethiopia,Mexico,Ethiopia,,TRUE
3663,Friendly,1968/10/4,Curaçao,1,1,Costa Rica,,,,TRUE
3664,FIFA World Cup qualification,1968/10/6,Canada,4,0,Bermuda,Canada,Bermuda,,TRUE
3665,FIFA World Cup qualification,1968/10/9,Belgium,6,1,Finland,Belgium,Finland,,TRUE
3666,FIFA World Cup qualification,1968/10/12,Switzerland,1,0,Greece,Switzerland,Greece,,TRUE
3667,FIFA World Cup qualification,1968/10/13,Austria,0,2,Germany,Germany,Austria,,TRUE
3668,FIFA World Cup qualification,1968/10/13,Canada,4,2,United States,Canada,United States,,TRUE
3669,FIFA World Cup qualification,1968/10/16,Belgium,3,0,Yugoslavia,Belgium,Yugoslavia,,TRUE
3670,Friendly,1968/10/16,Colombia,0,1,Mexico,Mexico,Colombia,,TRUE
3671,Friendly,1968/10/16,Denmark,0,1,Scotland,Scotland,Denmark,,TRUE
3672,Friendly,1968/10/17,France,1,3,Spain,Spain,France,,TRUE
3673,FIFA World Cup qualification,1968/10/20,Bermuda,0,0,Canada,,,,TRUE
3674,FIFA World Cup qualification,1968/10/20,Czechoslovakia,1,0,Denmark,Czechoslovakia,Denmark,,TRUE
3675,Friendly,1968/10/20,Haiti,3,6,United States,United States,Haiti,,TRUE
3676,Friendly,1968/10/20,Peru,3,3,Mexico,,,,TRUE
3677,Friendly,1968/10/20,Poland,1,1,German DR,,,,TRUE
3678,Friendly,1968/10/21,Haiti,5,2,United States,Haiti,United States,,TRUE
3679,Friendly,1968/10/23,Chile,3,1,Mexico,Chile,Mexico,,TRUE
3680,Friendly,1968/10/23,Haiti,1,0,United States,Haiti,United States,,TRUE
3681,FIFA World Cup qualification,1968/10/23,Wales,0,1,Italy,Italy,Wales,,TRUE
3682,Friendly,1968/10/26,Uruguay,0,2,Mexico,Mexico,Uruguay,,TRUE
3683,FIFA World Cup qualification,1968/10/27,Bulgaria,2,0,Netherlands,Bulgaria,Netherlands,,TRUE
3684,FIFA World Cup qualification,1968/10/27,Portugal,3,0,Romania,Portugal,Romania,,TRUE
3685,FIFA World Cup qualification,1968/10/27,Yugoslavia,0,0,Spain,,,,TRUE
3686,Friendly,1968/10/30,Poland,1,0,Republic of Ireland,Poland,Republic of Ireland,,TRUE
3687,Friendly,1968/10/31,Brazil,1,2,Mexico,Mexico,Brazil,,TRUE
3688,FIFA World Cup qualification,1968/11/3,United States,1,0,Canada,United States,Canada,,TRUE
3689,Friendly,1968/11/3,Brazil,2,1,Mexico,Brazil,Mexico,,TRUE
3690,FIFA World Cup qualification,1968/11/3,Morocco,1,0,Senegal,Morocco,Senegal,,TRUE
3691,FIFA World Cup qualification,1968/11/3,United States,6,2,Bermuda,United States,Bermuda,,TRUE
3692,FIFA World Cup qualification,1968/11/6,France,0,1,Norway,Norway,France,,TRUE
3693,Friendly,1968/11/6,Romania,0,0,England,,,,TRUE
3694,FIFA World Cup qualification,1968/11/11,Bermuda,0,2,United States,United States,Bermuda,,TRUE
3695,Friendly,1968/11/14,Costa Rica,3,0,El Salvador,Costa Rica,El Salvador,,TRUE
3696,FIFA World Cup qualification,1968/11/17,Algeria,1,2,Tunisia,Tunisia,Algeria,,TRUE
3697,Friendly,1968/11/20,Denmark,5,1,Luxembourg,Denmark,Luxembourg,,TRUE
3698,FIFA World Cup qualification,1968/11/23,Cyprus,0,1,Germany,Germany,Cyprus,,TRUE
3699,FIFA World Cup qualification,1968/11/23,Romania,2,0,Switzerland,Romania,Switzerland,,TRUE
3700,Friendly,1968/11/24,DR Congo,1,0,Tunisia,DR Congo,Tunisia,,TRUE
3701,Copa Carlos Dittborn,1968/11/27,Argentina,4,0,Chile,Argentina,Chile,,TRUE
3702,FIFA World Cup qualification,1968/11/27,Costa Rica,3,0,Jamaica,Costa Rica,Jamaica,,TRUE
3703,Friendly,1968/12/1,Cameroon,4,2,Tunisia,Cameroon,Tunisia,,TRUE
3704,FIFA World Cup qualification,1968/12/1,Costa Rica,3,1,Jamaica,Costa Rica,Jamaica,,TRUE
3705,Friendly,1968/12/1,Ghana,2,0,Senegal,Ghana,Senegal,,TRUE
3706,Copa Carlos Dittborn,1968/12/4,Chile,2,1,Argentina,Chile,Argentina,,TRUE
3707,Friendly,1968/12/4,Republic of Ireland,1,1,Denmark,,,,TRUE
3708,FIFA World Cup qualification,1968/12/7,Nigeria,1,1,Cameroon,,,,TRUE
3709,Friendly,1968/12/11,England,1,1,Bulgaria,,,,TRUE
3710,FIFA World Cup qualification,1968/12/11,Greece,4,2,Portugal,Greece,Portugal,,TRUE
3711,FIFA World Cup qualification,1968/12/11,Spain,1,1,Belgium,,,,TRUE
3712,Friendly,1968/12/14,Brazil,2,2,Germany,,,,TRUE
3713,Friendly,1968/12/17,Argentina,1,0,Poland,Argentina,Poland,,TRUE
3714,Friendly,1968/12/17,Brazil,3,3,Yugoslavia,,,,TRUE
3715,Friendly,1968/12/18,Chile,2,1,Germany,Chile,Germany,,TRUE
3716,Friendly,1968/12/19,Brazil,3,2,Yugoslavia,Brazil,Yugoslavia,,TRUE
3717,Friendly,1968/12/22,Argentina,1,1,Yugoslavia,,,,TRUE
3718,FIFA World Cup qualification,1968/12/22,Cameroon,2,3,Nigeria,Nigeria,Cameroon,,TRUE
3719,FIFA World Cup qualification,1968/12/22,Honduras,1,0,Costa Rica,Honduras,Costa Rica,,TRUE
3720,Friendly,1968/12/22,Mexico,0,0,Germany,,,,TRUE
3721,FIFA World Cup qualification,1968/12/29,Costa Rica,1,1,Honduras,,,,TRUE
3722,FIFA World Cup qualification,1968/12/29,Tunisia,0,0,Algeria,,,,TRUE
3723,Friendly,1969/1/1,Mexico,2,3,Italy,Italy,Mexico,,TRUE
3724,Friendly,1969/1/5,Mexico,1,1,Italy,,,,TRUE
3725,FIFA World Cup qualification,1969/1/5,Senegal,2,1,Morocco,Senegal,Morocco,,TRUE
3726,Friendly,1969/1/12,Bermuda,1,5,Denmark,Denmark,Bermuda,,TRUE
3727,Friendly,1969/1/15,England,1,1,Romania,,,,TRUE
3728,Friendly,1969/1/15,Suriname,2,1,Denmark,Suriname,Denmark,,TRUE
3729,Friendly,1969/1/17,Saudi Arabia,1,2,Turkey,Turkey,Saudi Arabia,,TRUE
3730,Friendly,1969/1/22,Congo,1,0,Senegal,Congo,Senegal,,TRUE
3731,Friendly,1969/1/22,Mexico,3,0,Denmark,Mexico,Denmark,,TRUE
3732,Friendly,1969/1/24,Senegal,3,2,Cameroon,Senegal,Cameroon,,TRUE
3733,Friendly,1969/1/26,DR Congo,4,0,Senegal,DR Congo,Senegal,,TRUE
3734,Friendly,1969/1/30,DR Congo,2,1,Cameroon,DR Congo,Cameroon,,TRUE
3735,African Cup of Nations qualification,1969/2/2,Uganda,2,1,Cameroon,Uganda,Cameroon,,TRUE
3736,African Cup of Nations qualification,1969/2/2,Cameroon,2,0,Uganda,Cameroon,Uganda,,TRUE
3737,Friendly,1969/2/4,Mexico,1,0,Colombia,Mexico,Colombia,,TRUE
3738,Friendly,1969/2/9,Morocco,1,4,Hungary,Hungary,Morocco,,TRUE
3739,Friendly,1969/2/12,France,2,2,Hungary,,,,TRUE
3740,FIFA World Cup qualification,1969/2/13,Morocco,2,0,Senegal,Morocco,Senegal,,FALSE
3741,FIFA World Cup qualification,1969/2/23,Belgium,2,1,Spain,Belgium,Spain,,TRUE
3742,Friendly,1969/3/7,Iran,2,1,Iraq,Iran,Iraq,,TRUE
3743,African Cup of Nations qualification,1969/3/9,Algeria,2,0,Morocco,Algeria,Morocco,,TRUE
3744,Friendly,1969/3/12,England,5,0,France,England,France,,TRUE
3745,Friendly,1969/3/12,Iran,9,1,Pakistan,Iran,Pakistan,,TRUE
3746,Friendly,1969/3/19,Argentina,1,1,Paraguay,,,,TRUE
3747,African Cup of Nations qualification,1969/3/22,Morocco,2,0,Algeria,Morocco,Algeria,,TRUE
3748,Friendly,1969/3/26,Germany,1,1,Wales,,,,TRUE
3749,FIFA World Cup qualification,1969/3/26,Netherlands,4,0,Luxembourg,Netherlands,Luxembourg,,TRUE
3750,Friendly,1969/3/26,Spain,1,0,Switzerland,Spain,Switzerland,,TRUE
3751,Friendly,1969/4/6,Portugal,0,0,Mexico,,,,TRUE
3752,Friendly,1969/4/7,Brazil,2,1,Peru,Brazil,Peru,,TRUE
3753,Friendly,1969/4/9,Brazil,3,2,Peru,Brazil,Peru,,TRUE
